aonde gastou,natureza do gasto,valor total,parcelas,no da parcela,valor unitário,tipo,comp,cartao,origem
PIX ENVIADO                        Fernanda Vautier Franco S,Cuidados Pessoais (Nutricionista / Medico / Suplemento),520,,,520,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
PIX ENVIADO                        Marcelle Valeska de Faria,Gastos com Diarista,1400,,,1400,Conta Corrente,shared,CC - 30/04/2025 a 01/04/2025,base
PAGAMENTO DE BOLETO OUTROS BANCOS  ESPORTE CLUBE PINHEIROS,"Gastos com mensalidades (Gympass, Spotfy, Unicef e Rappi)",590,,,590,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
TRANSF VALOR P/ CONTA DIF TITULAR  LUIS ALBERTO FIGUEIREDO D,"Gastos com mensalidades (Gympass, Spotfy, Unicef e Rappi)",590,,,590,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
DEBITO AUT. CTA ENERGIA ELETRICA   ENEL ENERGIA,Conta de luz,373.14,,,373.14,Conta Corrente,shared,CC - 30/04/2025 a 01/04/2025,base
REMUNERACAO APLICACAO AUTOMATICA,Gastos Pessoais,-0.01,,,-0.01,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
PIX ENVIADO                        WISE BRASIL CORRETORA DE,Viagens / Férias,336.26,,,336.26,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
PIX ENVIADO                        WISE BRASIL CORRETORA DE,Viagens / Férias,67.25,,,67.25,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
PIX ENVIADO                        WISE BRASIL CORRETORA DE,Viagens / Férias,166.73,,,166.73,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
REMUNERACAO APLICACAO AUTOMATICA,Gastos Pessoais,-0.03,,,-0.03,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
PIX ENVIADO                        WISE BRASIL CORRETORA DE,Viagens / Férias,602.32,,,602.32,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
PAGAMENTO DE BOLETO OUTROS BANCOS  EXATA MOVELARIA LTDA - ME,Gastos com casa (outros),1232,,,1232,Conta Corrente,shared,CC - 30/04/2025 a 01/04/2025,base
PEDAGIO ELETRONICO - SEM PARAR     SEM PARAR,Combustível/ Passagens/ Uber / Sem Parar,557.56,,,557.56,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
PIX ENVIADO                        WISE BRASIL CORRETORA DE,Viagens / Férias,595.41,,,595.41,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
TED RECEBIDA                       AMBEV S A,Planos de celular,-153.5,,,-153.5,Conta Corrente,shared,CC - 30/04/2025 a 01/04/2025,base
PIX ENVIADO                        Joao Guilherme Bersani Ca,Financiamento/Condominio,5226.17,,,5226.17,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
REMUNERACAO APLICACAO AUTOMATICA,Restaurantes/ Bares/ Lanchonetes,-0.18,,,-0.18,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
DEBITO AUT. FAT.CARTAO MASTER CARD FINAL 8073,Gastos Pessoais,31969,,,31969,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
PIX ENVIADO                        WISE BRASIL CORRETORA DE,Viagens / Férias,1153.43,,,1153.43,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
PIX ENVIADO                        Gabriel Morini,Futevolei,190,,,190,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
PIX ENVIADO                        WISE BRASIL CORRETORA DE,Viagens / Férias,581.88,,,581.88,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
IOF ADICIONAL - AUTOMATICO         PERIODO: 01/03 A 31/03/25,Viagens / Férias,2.79,,,2.79,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
IOF IMPOSTO OPERACOES FINANCEIRAS  PERIODO: 01/03 A 31/03/25,Viagens / Férias,0.18,,,0.18,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
25/04/2025 - Anuidade Diferenciad(04/12),"Gastos com mensalidades (Gympass, Spotfy, Unicef e Rappi)",0,12.0,4.0,0,Cartão de Crédito,,Final 8073 - JOAO G B CALICE,base
21/04/2025 - Pao De Acucar-0061,Supermercado,401.68,,,401.68,Cartão de Crédito,,Final 8073 - JOAO G B CALICE,base
03/04/2025 - Deb Autom De Fatura Em C/,Gastos Pessoais,-31.969.00,,,-31.969.00,Cartão de Crédito,,Final 8073 - JOAO G B CALICE,base
29/03/2025 - Cvs/Pharmacy #11434,Farmácia,24.12,,,24.12,Cartão de Crédito,,Final 8073 - JOAO G B CALICE,base
29/03/2025 - Iof Despesa No Exterior,Viagens / Férias,0.82,,,0.82,Cartão de Crédito,,Final 8073 - JOAO G B CALICE,base
29/03/2025 - Pastis,Restaurantes/ Bares/ Lanchonetes,487.35,,,487.35,Cartão de Crédito,,Final 8073 - JOAO G B CALICE,base
29/03/2025 - Iof Despesa No Exterior,Viagens / Férias,16.47,,,16.47,Cartão de Crédito,,Final 8073 - JOAO G B CALICE,base
28/03/2025 - Barbacoa,Restaurantes/ Bares/ Lanchonetes,639.03,,,639.03,Cartão de Crédito,,Final 8073 - JOAO G B CALICE,base
23/04/2025 - 99app *99app,Combustível/ Passagens/ Uber / Sem Parar,18,,,18,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
23/04/2025 - 99app *99app,Combustível/ Passagens/ Uber / Sem Parar,27.5,,,27.5,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
22/04/2025 - Zig*Bottega Ibirapuera,Restaurantes/ Bares/ Lanchonetes,508.5,,,508.5,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
22/04/2025 - 99app *99app,Combustível/ Passagens/ Uber / Sem Parar,18.21,,,18.21,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
22/04/2025 - 99app *99app,Combustível/ Passagens/ Uber / Sem Parar,15.2,,,15.2,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
21/04/2025 - Posto Ortega,Combustível/ Passagens/ Uber / Sem Parar,159.96,,,159.96,Cartão de Crédito,shared,Final 4038 - @ JOAO G B CALICE,base
19/04/2025 - Nespresso,Supermercado,28.2,,,28.2,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
19/04/2025 - Bar Da Praca,Restaurantes/ Bares/ Lanchonetes,129,,,129,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
19/04/2025 - 99app *99app,Combustível/ Passagens/ Uber / Sem Parar,7.2,,,7.2,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
19/04/2025 - 99app *99app,Combustível/ Passagens/ Uber / Sem Parar,7.8,,,7.8,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
18/04/2025 - Marroni E Peixinho At,Restaurantes/ Bares/ Lanchonetes,25,,,25,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
18/04/2025 - Marroni E Peixinho At,Restaurantes/ Bares/ Lanchonetes,30,,,30,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
16/04/2025 - Petlove Saud*Petlove S,Gastos com Cachorro,52.11,,,52.11,Cartão de Crédito,shared,Final 4038 - @ JOAO G B CALICE,base
16/04/2025 - Ec Pinheiros,Gastos pessoais,3,,,3,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
15/04/2025 - Amazonprimebr,"Gastos com mensalidades (Gympass, Spotfy, Unicef e Rappi)",19.9,,,19.9,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
13/04/2025 - Areia Esportes,Futevolei,300,,,300,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
13/04/2025 - 99app *99app,Combustível/ Passagens/ Uber / Sem Parar,33.6,,,33.6,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
13/04/2025 - Zig*Areia Malibu,Restaurantes/ Bares/ Lanchonetes,42,,,42,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
13/04/2025 - Zig*Areia Malibu,Restaurantes/ Bares/ Lanchonetes,37.8,,,37.8,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
13/04/2025 - Yelumseg Parc5,Carro (Manutenção/ IPVA/ Seguro),219.77,,,219.77,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
12/04/2025 - Unicef*Unicef Brasil,"Gastos com mensalidades (Gympass, Spotfy, Unicef e Rappi)",62.53,,,62.53,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
12/04/2025 - Performance Truckcar,Combustível/ Passagens/ Uber / Sem Parar,100,,,100,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
11/04/2025 - Mabe Comercio De Alime,Restaurantes/ Bares/ Lanchonetes,280.24,,,280.24,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
11/04/2025 - 99app *99app,Combustível/ Passagens/ Uber / Sem Parar,16.8,,,16.8,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
11/04/2025 - Oxxo Princesa Isabel,Gastos pessoais,28.88,,,28.88,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
10/04/2025 - Uber Uber *Trip Help U,Combustível/ Passagens/ Uber / Sem Parar,158.64,,,158.64,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
10/04/2025 - Pg *Trela,Supermercado,128.91,,,128.91,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
08/04/2025 - Rammagerdin - Keflavik,Restaurantes/ Bares/ Lanchonetes,75.39,,,75.39,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
08/04/2025 - Iof Despesa No Exterior,Viagens / Férias,2.55,,,2.55,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
08/04/2025 - Baejarins Bestu Pylsur,Restaurantes/ Bares/ Lanchonetes,39.38,,,39.38,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
08/04/2025 - Iof Despesa No Exterior,Viagens / Férias,1.33,,,1.33,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
30/03/2025 - Jfk T7 True Burger 112,Restaurantes/ Bares/ Lanchonetes,136.64,,,136.64,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
30/03/2025 - Iof Despesa No Exterior,Viagens / Férias,4.62,,,4.62,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
28/03/2025 - Uber Uber *Trip Help U,Combustível/ Passagens/ Uber / Sem Parar,31.95,,,31.95,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
28/03/2025 - Uber* Trip,Combustível/ Passagens/ Uber / Sem Parar,5,,,5,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
28/03/2025 - Uber* Trip,Combustível/ Passagens/ Uber / Sem Parar,39.75,,,39.75,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
28/03/2025 - Uber Uber *Trip Help U,Combustível/ Passagens/ Uber / Sem Parar,181.37,,,181.37,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
28/03/2025 - Amazon Digital Br,Gastos pessoais,33.53,,,33.53,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
27/03/2025 - Ifood *Ifd*D1 Doces,restaurantes/ Bares/ Lanchonetes,210.99,,,210.99,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
27/03/2025 - 99* Taxi 27mar 18h50mi,Combustível/ Passagens/ Uber / Sem Parar,32.4,,,32.4,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
27/03/2025 - 99app *99app,Combustível/ Passagens/ Uber / Sem Parar,9.6,,,9.6,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
26/03/2025 - Ec Pinheiros,Gastos pessoais,3,,,3,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
26/03/2025 - Nama Sushi,Restaurantes/ Bares/ Lanchonetes,160.4,,,160.4,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
26/03/2025 - Giuliana Flores,Gastos com presentes,120.61,,,120.61,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
11/03/2025 - Mp *Lojabio2 (02/02),Cuidados Pessoais (Nutricionista / Medico / Suplemento),392.4,2.0,2.0,196.2,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
25/02/2025 - Pg *Medmanipulado Ce(02/02),Cuidados Pessoais (Nutricionista / Medico / Suplemento),1426.42,2.0,2.0,713.21,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
25/06/2024 - Zp *Alig Invisalign (10/18),Cuidados Pessoais (Nutricionista / Medico / Suplemento),4413.96,18.0,10.0,245.22,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
21/04/2025 - Leroy Merlin,Gastos com casa (outros),25.89,,,25.89,Cartão de Crédito,shared,Final 0951 - ALINE I DE SOUSA,base
21/04/2025 - Pao De Acucar-0061,Supermercado,222,,,222,Cartão de Crédito,shared,Final 0951 - ALINE I DE SOUSA,base
19/04/2025 - Nicom,Restaurantes/ Bares/ Lanchonetes,26.29,,,26.29,Cartão de Crédito,shared,Final 0951 - ALINE I DE SOUSA,base
19/04/2025 - Leroy Merlin,Gastos com casa (outros),15.99,,,15.99,Cartão de Crédito,shared,Final 0951 - ALINE I DE SOUSA,base
16/04/2025 - Auto Posto Jocar Ltda,Combustível/ Passagens/ Uber / Sem Parar,100,,,100,Cartão de Crédito,shared,Final 0951 - ALINE I DE SOUSA,base
08/04/2025 - Orkan Fitjum,Combustível/ Passagens/ Uber / Sem Parar,246.13,,,246.13,Cartão de Crédito,shared,Final 0951 - ALINE I DE SOUSA,base
08/04/2025 - Iof Despesa No Exterior,Viagens / Férias,8.32,,,8.32,Cartão de Crédito,shared,Final 0951 - ALINE I DE SOUSA,base
15/04/2025 - Netflix Entretenimento,"Gastos com mensalidades (Gympass, Spotfy, Unicef e Rappi)",44.9,,,44.9,Cartão de Crédito,shared,Final 4147 - @ ALINE I DE SOUSA,base
15/04/2025 - Ebn*Spotify,"Gastos com mensalidades (Gympass, Spotfy, Unicef e Rappi)",34.9,,,34.9,Cartão de Crédito,shared,Final 4147 - @ ALINE I DE SOUSA,base
15/04/2025 - Smiles Clube Smiles,"Gastos com mensalidades (Gympass, Spotfy, Unicef e Rappi)",42,,,42,Cartão de Crédito,shared,Final 4147 - @ ALINE I DE SOUSA,base
14/04/2025 - Dm *Helpmaxcom,"Gastos com mensalidades (Gympass, Spotfy, Unicef e Rappi)",11.9,,,11.9,Cartão de Crédito,shared,Final 4147 - @ ALINE I DE SOUSA,base
11/04/2025 - Pet Love*Order 10742(01/02),Gastos com Cachorro,248.54,2.0,1.0,124.27,Cartão de Crédito,shared,Final 4147 - @ ALINE I DE SOUSA,base
07/04/2025 - Claro Pgto Fatu Mensal,Planos de celular,273.73,,,273.73,Cartão de Crédito,shared,Final 4147 - @ ALINE I DE SOUSA,base
03/04/2025 - Bkg*Booking Com Hotel,Viagens / Férias,1.071.91,,,1.071.91,Cartão de Crédito,shared,Final 4147 - @ ALINE I DE SOUSA,base
03/04/2025 - Iof Despesa No Exterior,Viagens / Férias,36.23,,,36.23,Cartão de Crédito,shared,Final 4147 - @ ALINE I DE SOUSA,base
02/04/2025 - Bkg*Hotel At Booking C,Viagens / Férias,3.212.95,,,3.212.95,Cartão de Crédito,shared,Final 4147 - @ ALINE I DE SOUSA,base
02/04/2025 - Iof Despesa No Exterior,Viagens / Férias,108.6,,,108.6,Cartão de Crédito,shared,Final 4147 - @ ALINE I DE SOUSA,base
02/04/2025 - Hotel At Booking Com,Viagens / Férias,2.060.82,,,2.060.82,Cartão de Crédito,shared,Final 4147 - @ ALINE I DE SOUSA,base
02/04/2025 - Iof Despesa No Exterior,Viagens / Férias,69.66,,,69.66,Cartão de Crédito,shared,Final 4147 - @ ALINE I DE SOUSA,base
30/03/2025 - Booking Com Hotel,Viagens / Férias,3.836.37,,,3.836.37,Cartão de Crédito,shared,Final 4147 - @ ALINE I DE SOUSA,base
30/03/2025 - Iof Despesa No Exterior,Viagens / Férias,129.67,,,129.67,Cartão de Crédito,shared,Final 4147 - @ ALINE I DE SOUSA,base
27/03/2025 - Nespresso,Supermercado,99,,,99,Cartão de Crédito,shared,Final 4147 - @ ALINE I DE SOUSA,base
26/03/2025 - 99app *99app,Combustível/ Passagens/ Uber / Sem Parar,22.8,,,22.8,Cartão de Crédito,shared,Final 4147 - @ ALINE I DE SOUSA,base
14/03/2025 - Smiles Fidel*Txaembarq,Viagens / Férias,-0.02,,,-0.02,Cartão de Crédito,shared,Final 4147 - @ ALINE I DE SOUSA,base
14/03/2025 - Smiles Fidel*Bilhete(02/04),Viagens / Férias,1.445.00,4.0,2.0,1.445.00,Cartão de Crédito,shared,Final 4147 - @ ALINE I DE SOUSA,base
14/03/2025 - Smiles Fidel*Txaemba(02/04),Viagens / Férias,1.295.09,4.0,2.0,1.295.09,Cartão de Crédito,shared,Final 4147 - @ ALINE I DE SOUSA,base
09/09/2024 - Petlove*Pl*Clube 4a5(08/10),Gastos com Cachorro,129.9,10.0,8.0,12.99,Cartão de Crédito,shared,Final 4147 - @ ALINE I DE SOUSA,base
30/04/2025 - CREDITO DE SALARIO                 CNPJ 007526557000100,Gastos Pessoais,-19948.18,,,-19948.18,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
28/04/2025 - PIX ENVIADO                        Demerge Brasil Facilitado,Gastos Pessoais,53.85,,,53.85,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
22/04/2025 - DEBITO AUT. CONTA GAS              COMGAS,Conta de gás,89.07,,,89.07,Conta Corrente,shared,CC - 30/04/2025 a 01/04/2025,base
22/04/2025 - PIX ENVIADO                        Alexandre de Arruda Botel,Viagens / Férias,156,,,156,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
16/04/2025 - PAGAMENTO DE TRIBUTO PMSP          INTERNET PM SAO PAULO,Moradia (Financiamento/ Aluguel/ Condominio),454.53,,,454.53,Conta Corrente,shared,CC - 30/04/2025 a 01/04/2025,base
15/04/2025 - CREDITO DE SALARIO                 CNPJ 007526557000100,Gastos Pessoais,-1220,,,-1220,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
14/04/2025 - TED RECEBIDA                       JOAO GUILHERME BERSANI CA,Transferencia Interna,-1500,,,-1500,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
14/04/2025 - PIX ENVIADO                        Joao Calice Filho,Gastos Pessoais,170,,,170,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
14/04/2025 - PIX ENVIADO                        Rodrigo Jeronimo Lourenco,Gastos Pessoais,40,,,40,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
11/04/2025 - PIX RECEBIDO                       SUL AMERICA SERVICOS DE S,Cuidados Pessoais (Nutricionista / Medico / Suplemento),-670,,,-670,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
10/04/2025 - PAGAMENTO DE BOLETO OUTROS BANCOS  ZANGARI GESTAO DE SERVICO,Moradia (Financiamento/ Aluguel/ Condominio),1178.91,,,1178.91,Conta Corrente,shared,CC - 30/04/2025 a 01/04/2025,base
09/04/2025 - REMUNERACAO APLICACAO AUTOMATICA,Gastos Pessoais,-0.05,,,-0.05,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
09/04/2025 - PIX ENVIADO                        Fernanda Vautier Franco S,Cuidados Pessoais (Nutricionista / Medico / Suplemento),520,,,520,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
09/04/2025 - PIX ENVIADO                        Marcelle Valeska de Faria,Gastos com Diarista,1400,,,1400,Conta Corrente,shared,CC - 30/04/2025 a 01/04/2025,base
09/04/2025 - PAGAMENTO DE BOLETO OUTROS BANCOS  ESPORTE CLUBE PINHEIROS,"Gastos com mensalidades (Gympass, Spotfy, Unicef e Rappi)",590,,,590,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
09/04/2025 - TRANSF VALOR P/ CONTA DIF TITULAR  LUIS ALBERTO FIGUEIREDO D,"Gastos com mensalidades (Gympass, Spotfy, Unicef e Rappi)",590,,,590,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
09/04/2025 - DEBITO AUT. CTA ENERGIA ELETRICA   ENEL ENERGIA,Conta de luz,373.14,,,373.14,Conta Corrente,shared,CC - 30/04/2025 a 01/04/2025,base
08/04/2025 - REMUNERACAO APLICACAO AUTOMATICA,Gastos Pessoais,-0.01,,,-0.01,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
08/04/2025 - PIX ENVIADO                        WISE BRASIL CORRETORA DE,Viagens / Férias,336.26,,,336.26,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
08/04/2025 - PIX ENVIADO                        WISE BRASIL CORRETORA DE,Viagens / Férias,67.25,,,67.25,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
08/04/2025 - PIX ENVIADO                        WISE BRASIL CORRETORA DE,Viagens / Férias,166.73,,,166.73,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
07/04/2025 - REMUNERACAO APLICACAO AUTOMATICA,Gastos Pessoais,-0.03,,,-0.03,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
07/04/2025 - PIX ENVIADO                        WISE BRASIL CORRETORA DE,Viagens / Férias,602.32,,,602.32,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
07/04/2025 - PAGAMENTO DE BOLETO OUTROS BANCOS  EXATA MOVELARIA LTDA - ME,Gastos com casa (outros),1232,,,1232,Conta Corrente,shared,CC - 30/04/2025 a 01/04/2025,base
07/04/2025 - PEDAGIO ELETRONICO - SEM PARAR     SEM PARAR,Combustível/ Passagens/ Uber / Sem Parar,557.56,,,557.56,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
07/04/2025 - PIX ENVIADO                        WISE BRASIL CORRETORA DE,Viagens / Férias,595.41,,,595.41,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
04/04/2025 - REMUNERACAO APLICACAO AUTOMATICA,Gastos Pessoais,-0.03,,,-0.03,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
04/04/2025 - TED RECEBIDA                       AMBEV S A,Planos de celular,-153.5,,,-153.5,Conta Corrente,shared,CC - 30/04/2025 a 01/04/2025,base
04/04/2025 - PIX ENVIADO                        Joao Guilherme Bersani Ca,Financiamento/Condominio,5226.17,,,5226.17,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
03/04/2025 - REMUNERACAO APLICACAO AUTOMATICA,Restaurantes/ Bares/ Lanchonetes,-0.18,,,-0.18,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
03/04/2025 - DEBITO AUT. FAT.CARTAO MASTER CARD FINAL 8073,Gastos Pessoais,31969,,,31969,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
03/04/2025 - PIX ENVIADO                        WISE BRASIL CORRETORA DE,Viagens / Férias,1153.43,,,1153.43,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
03/04/2025 - PIX ENVIADO                        Gabriel Morini,Futevolei,190,,,190,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
02/04/2025 - REMUNERACAO APLICACAO AUTOMATICA,Gastos Pessoais,-0.03,,,-0.03,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
02/04/2025 - PIX ENVIADO                        WISE BRASIL CORRETORA DE,Viagens / Férias,581.88,,,581.88,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
01/04/2025 - IOF ADICIONAL - AUTOMATICO         PERIODO: 01/03 A 31/03/25,Viagens / Férias,2.79,,,2.79,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
01/04/2025 - IOF IMPOSTO OPERACOES FINANCEIRAS  PERIODO: 01/03 A 31/03/25,Viagens / Férias,0.18,,,0.18,Conta Corrente,,CC - 30/04/2025 a 01/04/2025,base
27/05/2025 - Anuidade Diferenciad(05/12),"Gastos com mensalidades (Gympass, Spotfy, Unicef e Rappi)",0,12.0,5.0,0,Cartão de Crédito,,Final 8073 - JOAO G B CALICE,base
23/05/2025 - Raphael Tricarico,Cuidados Pessoais (Nutricionista / Medico / Suplemento),500,,,500,Cartão de Crédito,,Final 8073 - JOAO G B CALICE,base
17/05/2025 - Car Parking 1,Combustível/ Passagens/ Uber / Sem Parar,13,,,13,Cartão de Crédito,,Final 8073 - JOAO G B CALICE,base
17/05/2025 - Ofner Moema,Restaurantes/ Bares/ Lanchonetes,59.6,,,59.6,Cartão de Crédito,,Final 8073 - JOAO G B CALICE,base
10/05/2025 - Aemar Bar E Restaura,Restaurantes/ Bares/ Lanchonetes,192.1,,,192.1,Cartão de Crédito,,Final 8073 - JOAO G B CALICE,base
03/05/2025 - Hide Out Tattoo,Gastos pessoais,2.500.00,,,2.500.00,Cartão de Crédito,,Final 8073 - JOAO G B CALICE,base
25/05/2025 - Livelo*Clube Livelo,"Gastos com mensalidades (Gympass, Spotfy, Unicef e Rappi)",44.9,,,44.9,Cartão de Crédito,shared,Final 4038 - @ JOAO G B CALICE,base
24/05/2025 - Pg *Bio2 Organic Com(01/02),Cuidados Pessoais (Nutricionista / Medico / Suplemento),464.4,2.0,1.0,232.2,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
23/05/2025 - Sports Clinic,Cuidados Pessoais (Nutricionista / Medico / Suplemento),2.000.00,,,2.000.00,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
22/05/2025 - Uber Uber *Trip Help U,Combustível/ Passagens/ Uber / Sem Parar,31,,,31,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
21/05/2025 - Ec Pinheiros,Gastos pessoais,3,,,3,Cartão de Crédito,,Final 4038 - @ JOAO G B CALICE,base
